y_true,probability,prediction
0,0.94849566361439,1
0,0.7924926967100048,1
0,0.003791425701583211,0
1,0.9044067972108026,1
0,0.13909439147068312,0
0,0.053478778570088155,0
0,0.03417578194552798,0
0,0.021365185754179103,0
0,0.3927464279004929,0
0,0.14901312552010315,0
0,0.5087754143012275,1
0,0.04272666290767332,0
0,0.537842256381171,1
0,0.07850982661276762,0
0,0.5855954249506116,1
0,0.8631020173014333,1
0,0.4707773824343599,0
0,0.02562560160404557,0
0,0.8837039048316702,1
0,0.022594625341970872,0
0,0.016157246342222816,0
1,0.8291653135201396,1
0,0.05161020475895635,0
0,0.0407274719987389,0
0,0.6065282096804924,1
1,0.9997536400351211,1
0,0.04882453001475381,0
0,0.8191529509718178,1
0,0.741074909264558,1
0,0.21712950961982105,0
0,0.5779948872382739,1
0,0.0272730253551796,0
1,0.9183578370729936,1
0,0.01863846770275828,0
0,0.009217628431639226,0
1,0.5602001775603644,1
0,0.052773456901911875,0
1,0.689611186091376,1
1,0.4802675447970314,0
0,0.06435295845127148,0
0,0.8091230361090098,1
1,0.5698927676577354,1
0,0.14252263733049497,0
0,0.027474267104975077,0
0,0.5365863506959342,1
0,0.0033542049968360473,0
0,0.3412673200418266,0
0,0.7776899525879887,1
0,0.20848993860660864,0
1,0.9877027554264055,1
0,0.028038270663996712,0
0,0.33524658137454344,0
1,0.7898833520276914,1
0,0.02633149826380325,0
0,0.03155676902766527,0
0,0.03846936172765258,0
0,0.017160945712890677,0
1,0.9990114088677636,1
1,0.15976985013464648,0
0,0.26004989648643795,0
0,0.021509398157335467,0
1,0.6110091587517673,1
0,0.020196520702500085,0
0,0.0022465637085943005,0
0,0.03263646022208827,0
0,0.8241356362278662,1
0,0.08183185498760903,0
0,0.014383484460991495,0
0,0.42019401034705733,0
0,0.03340441243557628,0
1,0.14590331959209732,0
0,0.030405501327413223,0
0,0.31587133694774394,0
0,0.2336290277847035,0
1,0.9487872221516437,1
0,0.3985995265979132,0
1,0.5564285707412187,1
0,0.24489472874931528,0
0,0.03512317791254992,0
1,0.9498661555522477,1
0,0.17126528395935464,0
0,0.21376923723384472,0
0,0.2075606161286217,0
0,0.0034507703907809602,0
0,0.11652261514850541,0
0,0.027685038725468628,0
0,0.059557429859196445,0
1,0.8740917214906156,1
0,0.03170998117759057,0
0,0.3697288984322045,0
0,0.1222245617339677,0
0,0.14708177099311576,0
0,0.13659153097631468,0
0,0.3066639159374549,0
0,0.8729259111946166,1
0,0.0238682529227077,0
0,0.5613264139989155,1
0,0.42424634866442806,0
0,0.010640087914187956,0
0,0.18519298022775665,0
0,0.16084848438821303,0
0,0.11610343866308045,0
0,0.7323753335384633,1
1,0.866163590347763,1
0,0.5839982492867685,1
1,0.49729097960366114,0
0,0.37992055056101676,0
0,0.31127953984381745,0
0,0.5600692775594022,1
1,0.9735355116073248,1
0,0.17214740822356672,0
1,0.9876992450223814,1
0,0.7694543812500644,1
0,0.05151790904504795,0
0,0.008141991221162203,0
0,0.1908200393831154,0
0,0.16021563471814534,0
0,0.4745125464512028,0
0,0.013513062478939604,0
1,0.5811519047209599,1
0,0.4638943037647337,0
