threshold,precision,recall,f1
0.63,0.6781331349944217,0.7805243445692884,0.725735038057808
0.635,0.6818267419962335,0.774852862493312,0.7253693964437766
0.6399999999999999,0.6851763810972711,0.771107544141252,0.7256066861343269
0.6449999999999999,0.6884537863518572,0.7675762439807383,0.7258652094717668
0.6499999999999999,0.6915234488785319,0.7621187800963082,0.7251069028711057
0.6549999999999999,0.695173498476359,0.7567683253076511,0.7246644123373297
0.6599999999999999,0.6992039800995025,0.7519529159978598,0.7246197473575664
0.6649999999999999,0.702909493607168,0.7471375066880684,0.7243489988588028
0.6699999999999999,0.7066136757362682,0.7420010700909577,0.7238751435431674
0.6749999999999999,0.712338668043366,0.7382557517388978,0.7250656857593274
0.6799999999999999,0.7158675441345451,0.7333333333333333,0.7244951897663601
0.6849999999999999,0.7197418535759628,0.7279828785446762,0.7238389104644358
0.69,0.723338320153879,0.7243445692883895,0.7238410950114955
0.695,0.7269779507133592,0.7197431781701444,0.7233424745926762
0.7,0.7320411738939991,0.7153558052434457,0.7236023163933539
0.705,0.7348997007647124,0.7095773140716961,0.7220165505226481
0.71,0.7386529194217192,0.7052969502407704,0.7215896649879571
0.715,0.7426203451407811,0.6999464954521134,0.720652233790558
0.72,0.7465209890741805,0.6945960406634564,0.7196230598669623
0.725,0.7500291477206482,0.6883895131086142,0.7178886285012833
0.73,0.7536591123701605,0.6832530765115035,0.7167312117640455
0.735,0.75831538645609,0.6782236490101659,0.7160368299158335
0.74,0.7628828390860476,0.6716960941680042,0.7143913958914243
0.7449999999999999,0.7679476090448536,0.6650615302300695,0.7128111021906182
0.7499999999999999,0.7724934119713891,0.6587479935794542,0.7111008432482384
0.7549999999999999,0.7763476487829744,0.6518994114499732,0.7087017217310377
0.7599999999999999,0.7804215698952541,0.6457998929909042,0.7067572315259398
0.7649999999999999,0.784623486045287,0.6377742108079186,0.703618440469866
0.7699999999999999,0.7887418104024603,0.6312466559657571,0.7012601046124584
0.7749999999999999,0.7921195652173914,0.6238630283574104,0.6979946123914995
0.7799999999999999,0.7967131611655849,0.6173354735152488,0.6956469311467502
0.7849999999999999,0.800280112044818,0.6114499732477261,0.6932362754018805
0.7899999999999999,0.803960678159282,0.603852327447833,0.6896846736739184
0.7949999999999999,0.8092133854845719,0.597752808988764,0.6875923190546529
0.7999999999999999,0.8128499852637784,0.5902621722846442,0.683900564131176
0.8049999999999999,0.8200541190619363,0.5837346174424826,0.6820028755391636
0.8099999999999999,0.8241859042959792,0.5768860353130016,0.6787108145536951
0.815,0.8289329792219966,0.5677902621722847,0.6739489394131843
0.82,0.8334665175003996,0.5580524344569289,0.6685040379438534
0.825,0.8389470241988227,0.549063670411985,0.6637345579199275
0.83,0.8448160535117056,0.5406099518459069,0.6593148450244698
0.835,0.8516869326939545,0.5321562332798287,0.655031612223393
0.84,0.8601583113456465,0.5232744783306581,0.6506986027944112
0.845,0.8661360347322721,0.5123595505617977,0.6438512741208902
0.8499999999999999,0.8724356583364417,0.5005885500267523,0.6361596518664582
0.8549999999999999,0.8778801843317973,0.4892455858747994,0.6283240568954854
0.8599999999999999,0.8833201267828843,0.4771535580524345,0.6196067532828459
0.8649999999999999,0.8902513795217658,0.46613162118780094,0.6118836915297092
0.8699999999999999,0.8974358974358975,0.45692883895131087,0.6055449195206694
0.8749999999999999,0.9042228994340444,0.44451578384162654,0.5960255398522132
0.8799999999999999,0.9109697933227345,0.42921348314606744,0.5835030549898167
0.8849999999999999,0.9181989627534182,0.4168004280363831,0.573342165305071
0.8899999999999999,0.9250614250614251,0.4028892455858748,0.5613119642191576
0.8949999999999999,0.9345576823590274,0.3866238630283574,0.5469684353947468
0.8999999999999999,0.9393040194227138,0.37260567148207596,0.5335580753907447
0.9049999999999999,0.9485439638111394,0.3590155163188871,0.5208818506443099
0.9099999999999999,0.9537282640730916,0.3462814339218834,0.5080860417647982
0.9149999999999999,0.9603808353808354,0.33461744248261105,0.49630981668121577
0.9199999999999999,0.9663245670301476,0.322418405564473,0.48351119313166974
0.9249999999999999,0.9716949716949717,0.3122525414660246,0.47262714609653383
0.9299999999999999,0.9771547248182763,0.3020866773675762,0.4615007356547327
0.9349999999999999,0.9831480817497311,0.29341894060995183,0.45195318938519863
0.94,0.9855609033691225,0.2848582129481006,0.44197243898389504
0.945,0.9893129770992366,0.27736757624398073,0.4332636857501045
0.95,0.9910401246591352,0.27223113964686996,0.4271323035594359
